user_id,book_id,is_read,rating,is_reviewed
U1467,B252169,1,5,0
U1472,B14375,1,5,0
U1476,B17561,1,5,0
U1484,B23132,1,5,0
U1486,B118183,1,5,0
U1514,B18701,1,5,0
U1514,B17562,1,5,0
U1516,B233259,1,5,0
U1519,B259464,1,5,0
U1519,B221659,1,5,0
U1519,B258765,1,5,1
U1526,B18701,1,5,0
U1529,B60679,1,5,1
U1538,B18909,1,5,0
U1546,B48788,1,5,0
U1565,B17562,1,5,0
U1577,B16222,1,5,0
U1577,B1545,1,5,0
U1587,B12457,1,5,0
U1587,B23132,1,5,0
U1587,B105114,1,5,0
U1597,B18545,1,5,0
U1600,B265625,1,5,1
U1607,B265860,1,5,0
U1622,B67771,1,5,0
U1622,B19287,1,5,0
U1632,B268133,1,5,1
U1634,B268613,1,5,0
U1636,B55322,1,5,1
U1636,B175985,1,5,1
U1639,B14136,1,5,1
U1639,B226625,1,5,1
U1651,B17562,1,5,0
U1660,B94063,1,5,0
U1671,B23132,1,5,0
U1679,B199394,1,5,0
U1683,B18545,1,5,0
U1685,B270671,1,5,0
U1691,B1545,1,5,0
U1695,B201582,1,5,1
U1707,B113027,1,5,1
U1708,B29868,1,5,0
U1731,B48788,1,5,0
U1732,B48788,1,5,0
U1734,B276632,1,5,0
U1734,B17561,1,5,0
U1737,B277620,1,5,1
U1741,B17562,1,5,0
U1741,B148304,1,5,0
U1751,B55322,1,5,0
U1763,B127136,1,5,0
U1765,B48788,1,5,0
U1768,B276632,1,5,1
U1775,B280348,1,5,0
U1785,B7318,1,5,0
U1789,B17697,1,5,0
U1794,B19287,1,5,0
U1794,B40031,1,5,0
U1803,B3777,1,5,0
U1843,B3777,1,5,0
U1843,B57386,1,5,0
U1855,B7318,1,5,0
U1857,B17562,1,5,0
U1861,B22163,1,5,0
U1865,B7318,1,5,0
U1870,B289467,1,5,0
U1882,B3777,1,5,0
U1884,B18701,1,5,0
U1890,B290486,1,5,0
U1895,B17562,1,5,0
U1896,B67318,1,5,0
U1900,B29868,1,5,0
U1910,B60275,1,5,0
U1914,B3777,1,5,0
U1932,B18701,1,5,0
U1945,B11149,1,5,1
U1946,B165750,1,5,0
U1956,B1545,1,5,0
U1957,B128531,1,5,0
U1957,B175985,1,5,0
U1957,B185699,1,5,0
U2001,B3777,1,5,1
U2011,B40031,1,5,0
U2030,B3777,1,5,0
U2030,B18545,1,5,0
U2043,B250730,1,5,0
U2048,B23132,1,5,0
U2048,B29868,1,5,1
U2048,B3614,1,5,0
U2048,B29512,1,5,0
U2051,B309210,1,5,0
U2083,B98175,1,5,1
U2095,B55322,1,5,1
U2103,B317201,1,5,0
U2107,B3777,1,5,0
U2109,B317758,1,5,0
U2111,B148897,1,5,1
U2111,B147542,1,5,1
U2111,B318637,1,5,1
U2122,B7318,1,5,0
U2122,B78194,1,5,0
U2123,B151261,1,5,0
U2124,B151130,1,5,0
U2137,B5746,1,5,0
U2142,B191394,1,5,0
U2142,B149466,1,5,0
U2148,B54403,1,5,0
U2157,B18701,1,5,0
U2159,B7318,1,5,0
U2174,B3777,1,5,0
U2195,B324723,1,5,0
U2202,B1545,1,5,1
U2206,B48788,1,5,0
U2220,B327532,1,5,0
U2220,B327192,1,5,1
U2231,B17562,1,5,0
U2245,B211703,1,5,1
U2245,B17562,1,5,1
U2249,B236938,1,5,0
U2252,B56236,1,5,0
U2262,B112531,1,5,0
U2273,B29868,1,5,0
U2311,B336432,1,5,1
U2326,B338016,1,5,0
U2336,B3777,1,5,0
U2341,B35778,1,5,0
U2341,B330751,1,5,0
U2384,B67771,1,5,0
U2390,B67318,1,5,0
U2391,B22163,1,5,0
U2392,B3777,1,5,1
U2397,B19287,1,5,0
U2413,B1545,1,5,0
U2417,B1545,1,5,0
U2419,B345000,1,5,0
U2419,B344996,1,5,0
U2425,B129622,1,5,0
U2438,B48788,1,5,0
U2438,B1545,1,5,0
U2443,B7318,1,5,0
U2455,B14375,1,5,0
U2459,B3777,1,5,0
U2459,B17562,1,5,0
U2461,B7318,1,5,0
U2462,B288715,1,5,0
U2465,B348064,1,5,0
U2472,B348683,1,5,0
U2479,B239059,1,5,0
U2479,B7318,1,5,0
U2479,B349158,1,5,0
U2479,B56236,1,5,0
U2479,B348931,1,5,0
U2483,B191394,1,5,0
U2483,B22163,1,5,0
U2483,B69784,1,5,0
U2483,B196973,1,5,0
U2489,B19287,1,5,0
U2492,B3,1,5,0
U2494,B58876,1,5,0
U2496,B8817,1,5,0
U2499,B102576,1,5,0
U2508,B352091,1,5,0
U2509,B69784,1,5,0
U2517,B7318,1,5,0
U2519,B20904,1,5,0
U2519,B23132,1,5,0
U2531,B17561,1,5,0
U2546,B22163,1,5,0
U2551,B17562,1,5,0
U2552,B261936,1,5,0
U2552,B33754,1,5,0
U2553,B17697,1,5,0
U2573,B7318,1,5,0
U2591,B359084,1,5,0
U2606,B8817,1,5,1
U2608,B14375,1,5,0
U2612,B24613,1,5,0
U2613,B67318,1,5,0
U2618,B17697,1,5,0
U2632,B361191,1,5,0
U2642,B17562,1,5,0
U2668,B363753,1,5,1
U2670,B363888,1,5,0
U2674,B19287,1,5,0
U2686,B7318,1,5,1
U2694,B145683,1,5,0
U2694,B366429,1,5,1
U2706,B7318,1,5,0
U2707,B23132,1,5,0
U2710,B369757,1,5,1
U2717,B370246,1,5,0
U2717,B370153,1,5,0
U2734,B69784,1,5,0
U2759,B48788,1,5,0
U2766,B29512,1,5,1
U2770,B242224,1,5,0
U2771,B24887,1,5,0
U2782,B6661,1,5,0
U2794,B7318,1,5,0
U2794,B3777,1,5,0
U2799,B29500,1,5,1
U2800,B3777,1,5,0
U2808,B23132,1,5,0
U2822,B379150,1,5,0
U2827,B29868,1,5,0
U2830,B45262,1,5,0
U2830,B105114,1,5,0
U2838,B151130,1,5,1
U2841,B380110,1,5,1
U2851,B48788,1,5,0
U2858,B48788,1,5,0
U2860,B3777,1,5,0
U2861,B58876,1,5,0
U2870,B151206,1,5,0
U2879,B330193,1,5,0
U2886,B24613,1,5,0
U2891,B147542,1,5,0
U2891,B384741,1,5,1
U2898,B385139,1,5,1
U2904,B17562,1,5,0
U2906,B359084,1,5,0
U2909,B22163,1,5,0
U2949,B388196,1,5,0
U2955,B146256,1,5,1
U2962,B17562,1,5,0
U2962,B388850,1,5,0
U2965,B115903,1,5,0
U2975,B3777,1,5,0
U3018,B3777,1,5,0
U3029,B48788,1,5,0
U3039,B175013,1,5,1
U3042,B242241,1,5,1
U3044,B110894,1,5,0
U3058,B19287,1,5,0
U3061,B40031,1,5,0
U3068,B250730,1,5,0
U3069,B45895,1,5,0
U3069,B30115,1,5,0
U3069,B30080,1,5,0
U3077,B67724,1,5,0
U3082,B3777,1,5,0
U3086,B102576,1,5,0
U3090,B398913,1,5,0
U3092,B58876,1,5,0
U3098,B399271,1,5,0
U3107,B1545,1,5,0
U3109,B12457,1,5,0
U3112,B18701,1,5,0
U3118,B3777,1,5,0
U3123,B22163,1,5,0
U3128,B400600,1,5,0
U3130,B29868,1,5,0
U3130,B1545,1,5,0
U3142,B95777,1,5,0
U3162,B17562,1,5,0
U3176,B1545,1,5,0
U3198,B17562,1,5,0
U3199,B3777,1,5,0
U3203,B69784,1,5,0
U3215,B17562,1,5,0
U3219,B48788,1,5,0
U3220,B48788,1,5,0
U3244,B7318,1,5,0
U3251,B408115,1,5,1
U3263,B5131,1,5,0
U3277,B68426,1,5,0
U3278,B3777,1,5,0
U3281,B3777,1,5,0
U3282,B40031,1,5,0
U3296,B48788,1,5,0
U3297,B172768,1,5,0
U3346,B6499,1,5,0
U3353,B22163,1,5,0
U3354,B414465,1,5,1
U3356,B3358,1,5,0
U3368,B23132,1,5,0
U3370,B326512,1,5,0
U3383,B102576,1,5,0
U3386,B1545,1,5,0
U3398,B45885,1,5,0
U3398,B411648,1,5,0
U3399,B417908,1,5,0
U3441,B123008,1,5,0
U3466,B48788,1,5,1
U3469,B421130,1,5,0
U3471,B112531,1,5,0
U3476,B210822,1,5,0
U3491,B3777,1,5,0
U3503,B3777,1,5,0
U3525,B5746,1,5,0
U3530,B1545,1,5,0
U3543,B3777,1,5,1
U3545,B241905,1,5,1
U3545,B92336,1,5,1
U3555,B242640,1,5,1
U3563,B69784,1,5,0
U3572,B5131,1,5,0
U3572,B11275,1,5,0
U3573,B427626,1,5,0
U3575,B427862,1,5,0
U3577,B17562,1,5,0
U3594,B56236,1,5,0
U3598,B7318,1,5,0
U3599,B255203,1,5,1
U3624,B7318,1,5,0
U3628,B48788,1,5,0
U3632,B20904,1,5,0
U3649,B431688,1,5,1
U3653,B34686,1,5,0
U3655,B432211,1,5,1
U3660,B29488,1,5,0
U3664,B138720,1,5,1
U3672,B7318,1,5,0
U3687,B7318,1,5,0
U3688,B78194,1,5,0
U3699,B161999,1,5,0
U3704,B16222,1,5,0
U3706,B1545,1,5,0
U3709,B16222,1,5,1
U3709,B3614,1,5,1
U3709,B1545,1,5,0
U3729,B7318,1,5,0
U3730,B438845,1,5,0
U3732,B440983,1,5,1
U3734,B48788,1,5,0
U3741,B48788,1,5,0
U3753,B48788,1,5,1
U3762,B7318,1,5,0
U3775,B219096,1,5,0
U3775,B444729,1,5,0
U3797,B129058,1,5,0
U3798,B194344,1,5,0
U3811,B7318,1,5,0
U3814,B67318,1,5,0
U3818,B17561,1,5,1
U3821,B1545,1,5,1
U3822,B18701,1,5,1
U3822,B165750,1,5,0
U3847,B146247,1,5,0
U3847,B24887,1,5,0
U3856,B46103,1,5,0
U3863,B77355,1,5,0
U3865,B146247,1,5,0
U3874,B7318,1,5,0
U3880,B69784,1,5,0
U3881,B48788,1,5,0
U3883,B207973,1,5,1
U3884,B48788,1,5,0
U3905,B3777,1,5,0
U3920,B173435,1,5,1
U3927,B3777,1,5,0
U3932,B22163,1,5,0
U3932,B55322,1,5,1
U3951,B28845,1,5,0
U3971,B1545,1,5,0
U3972,B19287,1,5,0
U3974,B210822,1,5,0
U3989,B23132,1,5,0
U3992,B7318,1,5,0
U3997,B17697,1,5,0
U3997,B3777,1,5,0
U3999,B22163,1,5,0
U4009,B8817,1,5,0
U4010,B7318,1,5,0
U4018,B38241,1,5,1
U4020,B330751,1,5,0
U4027,B459700,1,5,0
U4052,B461038,1,5,0
U4052,B461036,1,5,1
U4060,B13587,1,5,0
U4066,B8817,1,5,0
U4076,B17697,1,5,0
U4076,B48788,1,5,0
U4080,B58876,1,5,0
U4095,B67318,1,5,0
U4098,B22026,1,5,0
U4098,B462926,1,5,0
U4099,B19287,1,5,0
U4118,B464706,1,5,1
U4126,B326512,1,5,0
U4141,B127188,1,5,0
U4141,B466035,1,5,0
U4141,B86855,1,5,0
U4143,B13587,1,5,0
U4157,B285411,1,5,0
U4163,B35778,1,5,0
U4165,B19287,1,5,1
U4173,B46103,1,5,1
U4180,B38241,1,5,0
U4180,B102576,1,5,0
U4180,B470199,1,5,0
U4180,B470196,1,5,0
U4180,B470194,1,5,1
U4187,B113027,1,5,0
U4189,B82023,1,5,0
U4192,B29471,1,5,0
U4193,B23132,1,5,0
U4201,B48788,1,5,0
U4206,B486524,1,5,0
U4206,B129887,1,5,0
U4226,B400724,1,5,0
U4234,B285411,1,5,0
U4244,B3614,1,5,0
U4244,B29868,1,5,0
U4244,B113027,1,5,0
U4256,B317201,1,5,0
U4260,B78090,1,5,0
U4264,B67771,1,5,1
U4264,B23132,1,5,1
U4289,B491064,1,5,1
U4305,B3777,1,5,0
U4305,B18701,1,5,0
U4307,B17562,1,5,0
U4309,B91492,1,5,1
U4325,B123008,1,5,0
U4327,B17697,1,5,0
U4338,B230153,1,5,0
U4349,B17562,1,5,0
U4355,B1545,1,5,0
U4357,B3777,1,5,0
U4361,B90428,1,5,0
U4369,B23132,1,5,1
U4380,B55322,1,5,0
U4386,B19287,1,5,0
U4389,B3777,1,5,1
U4392,B317201,1,5,0
U4395,B3777,1,5,1
U4414,B370153,1,5,1
U4414,B496031,1,5,1
U4414,B496029,1,5,1
U4414,B496028,1,5,1
U4418,B102576,1,5,0
U4430,B50600,1,5,0
U4444,B1545,1,5,0
U4469,B499551,1,5,0
U4476,B24613,1,5,0
U4484,B296975,1,5,1
U4485,B69784,1,5,0
U4490,B317201,1,5,0
U4503,B48788,1,5,1
U4508,B164853,1,5,0
U4513,B69784,1,5,0
U4517,B17697,1,5,0
U4527,B69784,1,5,0
U4537,B16222,1,5,0
U4538,B3777,1,5,0
U4548,B7318,1,5,0
U4555,B102576,1,5,1
U4556,B3777,1,5,0
U4567,B12457,1,5,1
U4576,B1545,1,5,0
U4583,B5746,1,5,0
U4614,B11149,1,5,1
U4617,B18545,1,5,0
U4637,B511873,1,5,0
U4640,B19287,1,5,0
U4643,B1545,1,5,0
U4651,B3777,1,5,0
U4652,B17562,1,5,0
U4660,B29512,1,5,0
U4663,B7318,1,5,0
U4663,B165750,1,5,1
U4672,B48788,1,5,0
U4686,B78090,1,5,0
U4686,B82023,1,5,0
U4687,B162247,1,5,0
U4708,B1545,1,5,0
U4710,B3777,1,5,0
U4717,B302490,1,5,0
U4727,B29868,1,5,0
U4742,B23132,1,5,0
U4746,B112531,1,5,1
U4753,B17697,1,5,0
U4766,B17562,1,5,0
U4767,B29500,1,5,0
U4779,B17562,1,5,0
U4784,B48788,1,5,0
U4786,B518928,1,5,0
U4793,B16222,1,5,0
U4795,B1545,1,5,0
U4798,B519752,1,5,0
U4798,B519751,1,5,0
U4802,B113027,1,5,0
U4806,B17562,1,5,0
U4806,B19287,1,5,1
U4809,B365925,1,5,0
U4815,B8817,1,5,1
U4821,B29500,1,5,0
U4822,B7318,1,5,0
U4828,B3777,1,5,0
U4833,B17562,1,5,0
U4839,B29868,1,5,0
U4843,B513293,1,5,0
U4844,B48788,1,5,0
U4847,B18545,1,5,0
U4856,B13587,1,5,0
U4857,B1545,1,5,0
U4863,B3777,1,5,0
U4880,B379712,1,5,0
U4888,B95062,1,5,0
U4891,B90428,1,5,1
U4891,B27128,1,5,0
U4905,B525952,1,5,0
U4920,B45125,1,5,0
U4936,B22167,1,5,0
U4942,B69784,1,5,0
U4953,B251860,1,5,0
U4959,B17697,1,5,0
U4963,B1545,1,5,0
U4975,B3777,1,5,0
U5005,B17562,1,5,0
U5009,B18701,1,5,0
U5010,B69784,1,5,0
U5027,B11275,1,5,1
U5027,B151678,1,5,1
U5027,B8817,1,5,1
U5033,B394224,1,5,0
U5041,B216629,1,5,0
U5047,B3777,1,5,0
U5053,B102576,1,5,0
U5053,B1545,1,5,0
U5061,B60275,1,5,0
U5063,B62000,1,5,0
U5067,B3,1,5,0
U5074,B3614,1,5,0
U5084,B3777,1,5,0
U5095,B17562,1,5,0
U5124,B403305,1,5,0
U5124,B61033,1,5,1
U5125,B69784,1,5,0
U5128,B450690,1,5,0
U5135,B544696,1,5,0
U5135,B544641,1,5,0
U5138,B545290,1,5,0
U5142,B17562,1,5,0
U5147,B13587,1,5,0
U5147,B43488,1,5,0
U5158,B546254,1,5,0
U5168,B3777,1,5,0
U5174,B40031,1,5,0
U5177,B58876,1,5,0
U5177,B242640,1,5,1
U5177,B548130,1,5,1
U5177,B547268,1,5,1
U5187,B979,1,5,0
U5200,B3777,1,5,0
U5213,B175985,1,5,0
U5213,B86111,1,5,1
U5232,B43488,1,5,1
U5239,B17562,1,5,0
U5239,B48788,1,5,0
U5250,B3777,1,5,0
U5254,B1545,1,5,1
U5264,B552565,1,5,1
U5272,B16222,1,5,0
U5276,B553222,1,5,0
U5289,B7318,1,5,1
U5295,B194344,1,5,0
U5310,B58876,1,5,0
U5314,B7318,1,5,0
U5314,B268613,1,5,0
U5319,B13587,1,5,0
U5319,B29868,1,5,0
U5338,B69784,1,5,0
U5338,B340653,1,5,0
U5346,B556370,1,5,0
U5348,B7318,1,5,0
U5350,B1545,1,5,1
U5368,B3,1,5,0
U5383,B464706,1,5,1
U5396,B67724,1,5,0
U5399,B330751,1,5,0
U5443,B3777,1,5,0
U5454,B40031,1,5,0
U5463,B3777,1,5,0
U5466,B55322,1,5,0
U5469,B15,1,5,0
U5475,B48788,1,5,0
U5479,B29661,1,5,0
U5502,B40924,1,5,0
U5513,B48788,1,5,0
U5523,B3777,1,5,1
U5524,B3777,1,5,0
U5528,B94063,1,5,0
U5530,B165750,1,5,0
U5535,B13587,1,5,1
U5563,B1545,1,5,0
U5572,B48788,1,5,0
U5600,B55322,1,5,0
U5617,B13587,1,5,1
U5619,B50722,1,5,0
U5623,B7318,1,5,0
U5637,B18909,1,5,0
U5640,B48788,1,5,0
U5645,B29868,1,5,0
U5645,B569790,1,5,1
U5648,B48788,1,5,0
U5649,B3777,1,5,0
U5653,B3777,1,5,0
U5655,B48788,1,5,0
U5673,B88554,1,5,0
U5676,B136055,1,5,0
U5676,B50722,1,5,0
U5684,B414465,1,5,0
U5694,B102576,1,5,0
U5702,B6661,1,5,0
U5702,B16222,1,5,0
U5702,B23132,1,5,0
U5702,B12457,1,5,0
U5702,B3614,1,5,0
U5712,B48788,1,5,0
U5712,B78077,1,5,0
U5739,B7318,1,5,0
U5767,B12457,1,5,1
U5767,B3358,1,5,1
U5767,B151678,1,5,1
U5776,B339334,1,5,0
U5779,B105114,1,5,0
U5779,B29868,1,5,0
U5781,B3777,1,5,0
U5786,B490930,1,5,0
U5787,B581805,1,5,0
U5787,B94063,1,5,0
U5789,B1545,1,5,1
U5790,B19287,1,5,0
U5791,B1545,1,5,0
U5792,B393210,1,5,0
U5797,B18701,1,5,1
U5814,B57386,1,5,0
U5819,B69784,1,5,0
U5820,B110221,1,5,0
U5824,B16222,1,5,1
U5838,B48788,1,5,0
U5842,B128920,1,5,0
U5851,B17562,1,5,0
U5859,B7318,1,5,0
U5862,B29500,1,5,1
U5862,B289764,1,5,1
U5875,B7318,1,5,0
U5878,B585509,1,5,1
U5878,B585429,1,5,0
U5881,B24887,1,5,0
U5887,B1545,1,5,0
U5899,B50722,1,5,0
U5908,B25327,1,5,0
U5908,B1545,1,5,0
U5925,B146247,1,5,1
U5929,B105114,1,5,0
U5929,B587091,1,5,0
U5944,B221660,1,5,0
U5944,B27128,1,5,1
U5952,B17562,1,5,0
U5957,B370727,1,5,0
U5974,B28845,1,5,0
U5977,B17562,1,5,0
U5977,B1545,1,5,0
U5989,B403305,1,5,0
U5989,B403306,1,5,0
U5989,B233259,1,5,0
U5989,B589618,1,5,0
U5989,B589520,1,5,0
U5993,B19287,1,5,0
U6000,B71878,1,5,0
U6000,B285430,1,5,0
U6021,B24887,1,5,0
U6031,B592115,1,5,1
U6034,B330193,1,5,0
U6046,B18701,1,5,0
U6048,B102576,1,5,0
U6050,B110221,1,5,1
U6053,B1545,1,5,0
U6055,B17697,1,5,0
U6070,B311539,1,5,1
U6091,B17562,1,5,0
U6091,B48788,1,5,0
U6100,B16222,1,5,0
U6100,B75981,1,5,0
U6101,B303803,1,5,1
U6113,B17697,1,5,0
U6117,B180305,1,5,0
U6118,B599992,1,5,0
U6118,B7318,1,5,0
U6135,B18545,1,5,0
U6137,B279598,1,5,1
U6142,B23132,1,5,0
U6142,B12457,1,5,0
U6146,B71878,1,5,0
U6147,B20191,1,5,0
U6162,B17697,1,5,0
U6165,B602348,1,5,1
U6173,B602532,1,5,0
U6173,B68426,1,5,0
U6183,B88554,1,5,0
U6183,B113027,1,5,1
U6185,B115903,1,5,0
U6185,B115757,1,5,0
U6192,B18545,1,5,0
U6192,B7318,1,5,0
U6195,B327682,1,5,1
U6201,B58876,1,5,0
U6218,B414465,1,5,0
U6224,B18545,1,5,0
U6230,B58876,1,5,0
U6235,B7318,1,5,0
U6243,B12457,1,5,0
U6277,B20904,1,5,0
U6286,B240319,1,5,0
U6286,B45885,1,5,0
U6297,B69784,1,5,0
U6312,B17697,1,5,0
U6317,B17697,1,5,0
U6348,B1545,1,5,0
U6355,B54685,1,5,0
U6360,B611667,1,5,0
U6361,B24887,1,5,1
U6374,B113027,1,5,0
U6385,B40031,1,5,0
U6386,B1545,1,5,0
U6417,B416238,1,5,0
U6425,B58876,1,5,0
U6433,B108953,1,5,0
U6440,B3777,1,5,0
U6440,B57386,1,5,0
U6450,B17562,1,5,0
U6450,B18701,1,5,0
U6453,B1545,1,5,0
U6473,B67771,1,5,0
U6483,B91492,1,5,0
U6483,B3777,1,5,0
U6484,B450690,1,5,0
U6490,B3777,1,5,0
U6497,B135395,1,5,0
U6509,B3777,1,5,0
U6510,B22163,1,5,1
U6512,B7318,1,5,0
U6527,B3,1,5,1
U6535,B7318,1,5,0
U6539,B22163,1,5,0
U6543,B1545,1,5,0
U6543,B275781,1,5,1
U6543,B511767,1,5,1
U6543,B78771,1,5,1
U6545,B23132,1,5,1
U6551,B23132,1,5,1
U6551,B138720,1,5,0
U6551,B194344,1,5,1
U6573,B55322,1,5,0
U6574,B29512,1,5,0
U6584,B17562,1,5,1
U6606,B68426,1,5,0
U6609,B113027,1,5,0
U6613,B440377,1,5,1
U6623,B18545,1,5,0
U6629,B128531,1,5,0
U6633,B7318,1,5,0
U6646,B403305,1,5,0
U6646,B403306,1,5,1
U6646,B403303,1,5,0
U6646,B110894,1,5,0
U6652,B22026,1,5,1
U6652,B7318,1,5,0
U6661,B3777,1,5,0
U6663,B17562,1,5,0
U6674,B597708,1,5,1
U6677,B27128,1,5,0
U6678,B17561,1,5,0
U6679,B155676,1,5,0
U6694,B45885,1,5,0
U6705,B626282,1,5,0
U6724,B23132,1,5,1
U6731,B48788,1,5,0
U6738,B18545,1,5,0
U6751,B17697,1,5,0
U6784,B22163,1,5,0
U6793,B17562,1,5,0
U6795,B13587,1,5,1
U6806,B102576,1,5,1
U6810,B138720,1,5,1
U6815,B630136,1,5,1
U6817,B1545,1,5,0
U6818,B12457,1,5,0
U6828,B7318,1,5,0
U6831,B17697,1,5,0
U6834,B60275,1,5,0
U6837,B3,1,5,0
U6845,B18701,1,5,0
U6847,B520917,1,5,0
U6855,B235721,1,5,0
U6896,B3777,1,5,0
U6905,B17562,1,5,0
U6909,B199396,1,5,1
U6909,B427626,1,5,1
U6932,B7318,1,5,1
U6934,B40031,1,5,0
U6934,B45885,1,5,0
U6934,B1545,1,5,0
U6956,B19287,1,5,0
U6964,B64686,1,5,0
U6966,B16222,1,5,0
U6966,B20904,1,5,0
U6976,B58876,1,5,0
U6976,B57917,1,5,1
U6979,B18701,1,5,0
U6980,B17562,1,5,0
U6980,B634949,1,5,0
U6991,B23132,1,5,0
U6991,B12457,1,5,0
U7002,B1545,1,5,1
U7003,B58876,1,5,0
U7013,B33754,1,5,1
U7023,B69784,1,5,0
U7026,B128531,1,5,1
U7049,B24887,1,5,0
U7051,B639312,1,5,1
U7057,B639442,1,5,0
U7066,B17562,1,5,0
U7067,B154932,1,5,0
